cancer,edin,p50,is_tumor
OV,2.37,0.0857,True
PCPG,0.5499999999999999,0.0909,True
PRAD,0.2,0.0345,True
PRAD,1.92,0.1176,False
READ,1.09,0.0909,True
SARC,1.9,0.0769,True
SKCM,1.27,0.0769,True
STAD,2.93,0.0909,True
STAD,9.379999999999999,0.1250,False
TGCT,0.64,0.0769,True
THCA,0.38999999999999996,0.0705,True
THCA,1.72,0.0769,False
THYM,2.52,0.1000,True
UCEC,0.91,0.0833,True
ACC,2.53,0.0900,True
BLCA,2.45,0.0839,True
BRCA,4.71,0.0817,True
BRCA,1.77,0.0500,False
CESC,4.58,0.0742,True
CHOL,2.78,0.0909,True
COAD,2.1399999999999997,0.0931,True
COAD,2.44,0.0909,False
DLBC,6.25,0.0667,True
ESCA,21.6,0.1000,True
ESCA,18.18,0.1269,False
GBM,8.33,0.1000,True
HNSC,5.4,0.0833,True
HNSC,4.55,0.0750,False
KICH,1.54,0.0714,True
KICH,4.17,0.0588,False
KIRC,4.859999999999999,0.0755,True
KIRC,4.17,0.0667,False
KIRP,1.04,0.0909,True
KIRP,6.25,0.0749,False
LAML,1.32,0.2000,True
LGG,5.1,0.0714,True
LIHC,0.27,0.0750,True
LUAD,4.55,0.0769,True
LUAD,3.39,0.0909,False
LUSC,7.62,0.0606,True
LUSC,10.2,0.0833,False
MESO,1.16,0.0625,True
OV,15.83,0.1429,True
PAAD,2.25,0.1215,True
PCPG,0.5499999999999999,0.1000,True
PRAD,2.1999999999999997,0.0774,True
PRAD,3.85,0.0860,False
READ,4.35,0.0801,True
SARC,6.08,0.0833,True
SKCM,5.1,0.0667,True
STAD,16.27,0.1127,True
STAD,21.88,0.2143,False
TGCT,6.41,0.0714,True
THCA,2.9499999999999997,0.0909,True
THCA,5.17,0.0767,False
THYM,3.36,0.0733,True
UCEC,4.2,0.0852,True
UCEC,5.71,0.1131,False
UCS,3.5700000000000003,0.0714,True
UVM,3.75,0.0909,True
ACC,1.27,0.0833,True
BLCA,5.1499999999999995,0.0833,True
BRCA,4.9,0.0833,True
BRCA,6.1899999999999995,0.0909,False
CESC,4.9,0.0769,True
CHOL,5.56,0.0833,True
COAD,1.79,0.0833,True
COAD,2.44,0.0909,False
DLBC,6.25,0.0769,True
ESCA,5.56,0.1429,True
ESCA,18.18,0.0801,False
GBM,2.98,0.1000,True
HNSC,6.4,0.0769,True
HNSC,2.27,0.0714,False
KICH,4.17,0.0833,False
KIRC,3.93,0.0801,True
KIRC,5.56,0.0769,False
KIRP,1.38,0.0839,True
KIRP,6.25,0.0909,False
LGG,4.73,0.0909,True
LIHC,0.8,0.0667,True
LUAD,6.45,0.0833,True
LUAD,1.69,0.0705,False
LUSC,8.42,0.0714,True
LUSC,6.12,0.0551,False
OV,6.6000000000000005,0.0909,True
PAAD,3.37,0.0788,True
PCPG,3.2800000000000002,0.0833,True
PRAD,3.5999999999999996,0.0742,True
PRAD,5.7700000000000005,0.0833,False
READ,3.26,0.0769,True
SARC,7.22,0.0909,True
SKCM,7.430000000000001,0.0667,True
STAD,6.93,0.0909,True
STAD,9.379999999999999,0.2000,False
TGCT,11.540000000000001,0.0714,True
THCA,4.130000000000001,0.0833,True
THCA,3.45,0.0667,False
THYM,10.92,0.0714,True
UCEC,2.55,0.0833,True
UCEC,5.71,0.0909,False
UCS,1.79,0.0557,True
UVM,3.75,0.0769,True
ACC,2.53,0.1417,True
BLCA,2.7,0.0769,True
BRCA,3.54,0.0909,True
BRCA,5.3100000000000005,0.0871,False
CESC,2.94,0.0774,True
COAD,1.43,0.0750,True
DLBC,4.17,0.0833,True
ESCA,9.26,0.1000,True
ESCA,18.18,0.0833,False
GBM,2.3800000000000003,0.1043,True
HNSC,5.6000000000000005,0.0769,True
KICH,1.54,0.1000,True
KICH,8.33,0.0857,False
KIRC,3.74,0.0909,True
KIRC,6.94,0.0909,False
KIRP,1.04,0.0909,True
KIRP,3.1199999999999997,0.0909,False
LAML,0.66,0.1818,True
LGG,5.29,0.0769,True
LIHC,0.27,0.1111,True
LUAD,4.55,0.0817,True
LUAD,3.39,0.0885,False
LUSC,5.81,0.0667,True
LUSC,12.24,0.0952,False
MESO,1.16,0.0769,True
OV,6.859999999999999,0.1000,True
PAAD,2.25,0.0909,True
PCPG,1.09,0.0871,True
PRAD,3.5999999999999996,0.0784,True
PRAD,3.85,0.0729,False
READ,2.17,0.0769,True
SARC,3.04,0.1000,True
SKCM,6.58,0.0769,True
STAD,5.87,0.0909,True
STAD,6.25,0.1334,False
TGCT,6.41,0.0801,True
THCA,2.75,0.0769,True
THCA,3.45,0.1083,False
THYM,5.04,0.0742,True
THYM,50.0,0.0667,False
UCEC,1.09,0.0885,True
UCS,1.79,0.3077,True
UVM,2.5,0.0955,True
BLCA,0.25,0.0667,True
CESC,0.33,0.0769,True
DLBC,2.08,0.0667,True
ESCA,0.62,0.1538,True
HNSC,0.2,0.0833,True
KIRC,0.37,0.0871,True
LGG,0.19,0.0909,True
LUSC,0.2,0.0909,True
OV,0.53,0.0839,True
STAD,1.87,0.0833,True
THCA,0.2,0.0909,True
BRCA,0.27,0.0769,True
BRCA,0.88,0.0909,False
CESC,1.96,0.1000,True
COAD,0.36,0.0769,True
DLBC,6.25,0.0769,True
ESCA,12.35,0.1144,True
ESCA,27.27,0.1000,False
GBM,0.6,0.2308,True
HNSC,0.8,0.0714,True
KICH,4.17,0.1000,False
KIRC,0.75,0.0909,True
LGG,1.32,0.1000,True
LUAD,0.5700000000000001,0.0769,True
LUSC,2.0,0.0909,True
LUSC,6.12,0.1053,False
OV,7.920000000000001,0.1340,True
PRAD,0.2,0.1000,True
SARC,0.38,0.1109,True
SKCM,1.06,0.0833,True
STAD,12.27,0.1056,True
STAD,6.25,0.1000,False
TGCT,1.92,0.1000,True
THCA,0.98,0.1000,True
UCEC,0.91,0.0909,True
UCS,3.5700000000000003,0.1364,True
BRCA,0.27,0.0680,True
BRCA,0.88,0.0769,False
CESC,0.33,0.0769,True
DLBC,4.17,0.1288,True
ESCA,0.62,0.2000,True
KIRP,0.35000000000000003,0.0833,True
LUAD,0.38,0.0742,True
LUSC,0.8,0.0955,True
LUSC,2.04,0.0521,False
OV,0.53,0.1288,True
STAD,0.53,0.0857,True
TGCT,0.64,0.0909,True
THYM,1.68,0.0834,True
UCEC,0.36,0.1364,True
UCS,3.5700000000000003,0.1009,True
BLCA,2.45,0.0885,True
BLCA,5.26,0.0833,False
BRCA,1.0,0.1000,True
BRCA,0.88,0.0769,False
CESC,1.31,0.0769,True
CESC,33.33,0.1000,False
ESCA,8.64,0.1088,True
ESCA,18.18,0.1385,False
HNSC,1.7999999999999998,0.0833,True
HNSC,2.27,0.0833,False
KICH,1.54,0.0909,True
KIRC,1.1199999999999999,0.0769,True
KIRP,0.69,0.1000,True
KIRP,6.25,0.0945,False
LGG,1.13,0.0955,True
LUAD,0.19,0.0625,True
LUSC,2.1999999999999997,0.0909,True
LUSC,4.08,0.1294,False
OV,2.11,0.1215,True
PRAD,1.7999999999999998,0.0769,True
PRAD,7.6899999999999995,0.0769,False
SKCM,3.61,0.1000,True
STAD,6.13,0.1538,True
STAD,3.1199999999999997,0.0909,False
TGCT,2.56,0.0871,True
THCA,1.38,0.1000,True
THCA,5.17,0.0909,False
THYM,5.04,0.0857,True
UCEC,0.36,0.2083,True
UCS,7.140000000000001,0.0769,True
BLCA,1.72,0.0714,True
BRCA,0.44999999999999996,0.1538,True
BRCA,0.88,0.0714,False
CESC,1.31,0.0742,True
DLBC,2.08,0.1538,True
ESCA,10.489999999999998,0.1538,True
ESCA,9.09,0.1818,False
HNSC,1.7999999999999998,0.0917,True
KIRC,1.31,0.0909,True
KIRP,0.69,0.1715,True
KIRP,6.25,0.0993,False
LGG,1.51,0.0833,True
LUAD,0.38,0.1182,True
LUAD,1.69,0.0909,False
LUSC,1.7999999999999998,0.0909,True
LUSC,2.04,0.0623,False
OV,1.32,0.1111,True
PRAD,1.4000000000000001,0.0871,True
PRAD,5.7700000000000005,0.0769,False
SARC,0.76,0.0834,True
SKCM,3.18,0.0833,True
STAD,6.13,0.1538,True
STAD,3.1199999999999997,0.1000,False
TGCT,1.28,0.0909,True
THCA,0.79,0.1000,True
THCA,3.45,0.1288,False
THYM,2.52,0.0769,True
UCEC,0.5499999999999999,0.2000,True
UCS,1.79,0.0595,True
ACC,1.27,0.0769,True
BLCA,1.47,0.0833,True
BLCA,5.26,0.1000,False
BRCA,1.0,0.1333,True
BRCA,1.77,0.0857,False
CESC,0.98,0.0833,True
DLBC,2.08,0.1176,True
ESCA,15.43,0.1176,True
ESCA,18.18,0.1715,False
GBM,0.6,0.1000,True
HNSC,1.6,0.0801,True
KIRC,1.31,0.0833,True
KIRP,0.35000000000000003,0.0769,True
KIRP,3.1199999999999997,0.0625,False
LGG,0.76,0.0909,True
LUAD,0.38,0.0917,True
LUSC,1.2,0.0839,True
LUSC,4.08,0.0733,False
OV,6.069999999999999,0.2000,True
PAAD,25.0,0.0909,False
PRAD,1.2,0.0871,True
PRAD,1.92,0.0625,False
SARC,0.76,0.1455,True
SKCM,2.76,0.0742,True
STAD,9.33,0.1340,True
TGCT,3.85,0.0801,True
THCA,0.38999999999999996,0.0955,True
THCA,3.45,0.1000,False
THYM,1.68,0.0834,True
UCEC,0.36,0.1121,True
UCS,5.36,0.0714,True
ACC,1.27,0.0833,True
BLCA,1.96,0.0833,True
BRCA,1.18,0.0909,True
BRCA,3.54,0.1455,False
CESC,1.31,0.0691,True
DLBC,4.17,0.0813,True
ESCA,7.41,0.0909,True
HNSC,4.6,0.0871,True
KIRC,2.4299999999999997,0.0769,True
KIRP,1.04,0.0769,True
KIRP,3.1199999999999997,0.1000,False
LGG,3.02,0.0909,True
LIHC,0.27,0.0833,True
LUAD,0.95,0.1000,True
LUSC,2.6100000000000003,0.0833,True
LUSC,4.08,0.0635,False
OV,4.75,0.0909,True
PAAD,0.5599999999999999,0.0909,True
PAAD,25.0,0.0909,False
PRAD,3.0,0.0833,True
PRAD,9.62,0.1000,False
SKCM,5.52,0.0909,True
STAD,4.8,0.0909,True
TGCT,4.49,0.0801,True
THCA,1.5699999999999998,0.1000,True
THCA,3.45,0.0833,False
THYM,0.84,0.0714,True
UCEC,0.36,0.1334,True
UCS,8.93,0.0774,True
ACC,1.27,0.0769,True
BLCA,1.96,0.0909,True
BRCA,1.18,0.1000,True
BRCA,7.960000000000001,0.1000,False
CESC,2.29,0.1000,True
COAD,0.36,0.0667,True
DLBC,6.25,0.1000,True
ESCA,9.26,0.1000,True
HNSC,4.0,0.0769,True
HNSC,4.55,0.0955,False
KIRC,2.62,0.0769,True
KIRP,1.38,0.0714,True
KIRP,3.1199999999999997,0.0625,False
LGG,3.2099999999999995,0.0909,True
LIHC,0.27,0.0909,True
LUAD,0.76,0.1000,True
LUSC,3.01,0.0839,True
LUSC,6.12,0.0714,False
OV,3.17,0.0955,True
PAAD,0.5599999999999999,0.1000,True
PRAD,1.6,0.0833,True
PRAD,9.62,0.0909,False
SARC,1.1400000000000001,0.1000,True
SKCM,4.25,0.0909,True
STAD,6.13,0.0909,True
TGCT,3.85,0.1167,True
THCA,1.5699999999999998,0.1000,True
THCA,3.45,0.0917,False
THYM,4.2,0.0714,True
UCEC,0.5499999999999999,0.0909,True
UCS,5.36,0.0774,True
ACC,2.53,0.1455,True
BLCA,3.6799999999999997,0.1000,True
BLCA,5.26,0.1000,False
BRCA,1.81,0.1000,True
BRCA,6.1899999999999995,0.0909,False
CESC,4.25,0.0909,True
COAD,0.36,0.0714,True
DLBC,8.33,0.0909,True
ESCA,10.489999999999998,0.1429,True
ESCA,9.09,0.2778,False
HNSC,6.800000000000001,0.0833,True
HNSC,2.27,0.1538,False
KICH,8.33,0.1266,False
KIRC,4.67,0.0833,True
KIRC,1.39,0.1818,False
KIRP,1.73,0.0625,True
LGG,3.4000000000000004,0.1000,True
LIHC,0.27,0.0714,True
LUAD,2.2800000000000002,0.0909,True
LUSC,3.4099999999999997,0.0871,True
LUSC,2.04,0.0607,False
OV,6.329999999999999,0.1000,True
PAAD,0.5599999999999999,0.1000,True
PAAD,25.0,0.0769,False
PCPG,0.5499999999999999,0.1000,True
PRAD,2.6,0.0909,True
PRAD,3.85,0.1154,False
SARC,1.1400000000000001,0.1538,True
SKCM,8.07,0.0909,True
STAD,8.53,0.1000,True
TGCT,6.41,0.0909,True
THCA,2.55,0.1000,True
THCA,5.17,0.1111,False
THYM,4.2,0.0833,True
UCEC,1.09,0.0871,True
UCEC,2.86,0.1000,False
UCS,8.93,0.0769,True
ACC,2.53,0.0955,True
BLCA,1.23,0.1250,True
BLCA,5.26,0.0909,False
BRCA,1.18,0.1000,True
BRCA,6.1899999999999995,0.0769,False
CESC,2.6100000000000003,0.0909,True
COAD,0.36,0.0714,True
DLBC,6.25,0.0871,True
ESCA,9.26,0.1429,True
ESCA,9.09,0.1667,False
HNSC,4.0,0.0833,True
HNSC,2.27,0.1538,False
KIRC,4.109999999999999,0.0909,True
KIRC,1.39,0.1000,False
KIRP,1.38,0.0646,True
KIRP,3.1199999999999997,0.0625,False
LGG,2.8400000000000003,0.1000,True
LIHC,0.27,0.0769,True
LUAD,1.52,0.0909,True
LUSC,2.0,0.0909,True
LUSC,6.12,0.0714,False
OV,5.54,0.1000,True
PAAD,0.5599999999999999,0.0909,True
PAAD,25.0,0.0714,False
PCPG,0.5499999999999999,0.1000,True
PRAD,1.2,0.0833,True
PRAD,5.7700000000000005,0.0769,False
SARC,0.76,0.1000,True
SKCM,5.1,0.0909,True
STAD,10.13,0.1429,True
STAD,3.1199999999999997,0.1000,False
TGCT,3.85,0.0955,True
THCA,1.77,0.1000,True
THCA,3.45,0.0749,False
THYM,5.04,0.0833,True
UCEC,0.36,0.0812,True
UCS,7.140000000000001,0.0833,True
BLCA,0.25,0.1818,True
BRCA,0.18,0.1841,True
BRCA,0.88,0.1000,False
CESC,0.98,0.1000,True
DLBC,2.08,0.0556,True
ESCA,1.23,0.0767,True
GBM,0.6,0.2000,True
HNSC,0.6,0.0909,True
KIRC,0.19,0.1000,True
LGG,0.5700000000000001,0.0909,True
LIHC,0.27,0.1000,True
LUAD,0.19,0.1000,True
LUSC,0.6,0.0769,True
OV,2.37,0.1000,True
PRAD,1.0,0.1000,True
SKCM,0.64,0.0667,True
STAD,2.67,0.1000,True
TGCT,1.92,0.0909,True
THCA,0.2,0.0909,True
UCEC,0.18,0.1000,True
BLCA,1.23,0.1000,True
BRCA,0.73,0.1409,True
BRCA,3.54,0.1000,False
CESC,1.63,0.0909,True
DLBC,4.17,0.1203,True
ESCA,5.56,0.1000,True
GBM,0.6,0.3000,True
HNSC,1.7999999999999998,0.1000,True
KIRC,1.5,0.1743,True
LGG,1.32,0.1000,True
LUAD,0.5700000000000001,0.1000,True
LUSC,1.0,0.0833,True
OV,3.9600000000000004,0.1000,True
PRAD,0.6,0.1000,True
SARC,0.38,0.2000,True
SKCM,2.12,0.0955,True
STAD,7.199999999999999,0.1250,True
TGCT,3.2099999999999995,0.0909,True
THCA,0.38999999999999996,0.0871,True
THYM,1.68,0.1409,True
UCEC,0.18,0.0769,True
UCS,3.5700000000000003,0.2273,True
ACC,1.27,0.0833,True
BLCA,1.47,0.0833,True
BRCA,0.54,0.0955,True
BRCA,1.77,0.1500,False
CESC,1.63,0.1000,True
DLBC,2.08,0.0909,True
ESCA,3.6999999999999997,0.0909,True
ESCA,9.09,0.0833,False
GBM,0.6,0.3000,True
HNSC,1.2,0.1909,True
KIRC,0.9299999999999999,0.1538,True
KIRP,1.04,0.1000,True
LGG,0.76,0.0955,True
LUAD,0.19,0.2000,True
LUSC,0.4,0.0750,True
OV,5.01,0.0833,True
PRAD,0.4,0.1250,True
SARC,1.1400000000000001,0.2000,True
SKCM,1.06,0.0909,True
STAD,4.53,0.1319,True
TGCT,2.56,0.1000,True
THCA,0.59,0.1000,True
THCA,1.72,0.0833,False
THYM,0.84,0.1000,True
THYM,50.0,0.2000,False
UCEC,0.18,0.0769,True
UCS,3.5700000000000003,0.0955,True
ACC,1.27,0.0909,True
BLCA,0.98,0.0833,True
BRCA,0.54,0.1715,True
BRCA,0.88,0.1000,False
CESC,1.96,0.1000,True
ESCA,6.17,0.1000,True
ESCA,9.09,0.1333,False
GBM,0.6,0.3000,True
HNSC,1.7999999999999998,0.1000,True
KIRC,0.9299999999999999,0.1000,True
KIRP,0.35000000000000003,0.1000,True
LGG,0.76,0.1409,True
LIHC,0.27,0.1000,True
LUAD,0.38,0.1000,True
LUSC,0.6,0.0833,True
OV,4.22,0.0909,True
PRAD,0.6,0.1000,True
SARC,0.76,0.1500,True
SKCM,0.8500000000000001,0.1364,True
STAD,6.67,0.1538,True
TGCT,2.56,0.0833,True
THCA,1.72,0.0833,False
THYM,0.84,0.1000,True
UCEC,0.36,0.0955,True
UCS,8.93,0.0909,True
BLCA,0.25,0.0769,True
BRCA,0.54,0.1409,True
BRCA,1.77,0.1000,False
CESC,0.33,0.1000,True
ESCA,4.9399999999999995,0.0833,True
HNSC,0.8,0.1500,True
LGG,0.76,0.1834,True
LUAD,0.19,0.2000,True
LUSC,0.6,0.2000,True
OV,3.4299999999999997,0.0871,True
PRAD,0.4,0.0955,True
SKCM,0.64,0.0909,True
STAD,4.53,0.1236,True
THYM,0.84,0.0909,True
UCEC,0.18,0.2000,True
ESCA,6.17,0.0833,True
ESCA,9.09,0.1000,False
GBM,0.6,0.2000,True
HNSC,0.2,0.0833,True
OV,2.9000000000000004,0.1000,True
SKCM,0.21,0.1667,True
STAD,5.07,0.1834,True
TGCT,1.28,0.1294,True
ESCA,5.56,0.2500,True
ESCA,18.18,0.1313,False
GBM,0.6,0.4000,True
OV,4.49,0.3333,True
STAD,10.67,0.2959,True
STAD,3.1199999999999997,0.2308,False
UCEC,0.18,0.1000,True
ESCA,4.32,0.1000,True
GBM,0.6,0.2000,True
OV,2.9000000000000004,0.1667,True
STAD,5.87,0.1678,True
ESCA,3.09,0.1000,True
OV,2.11,0.0839,True
STAD,4.2700000000000005,0.1000,True
DLBC,2.08,0.0833,True
ESCA,10.489999999999998,0.1875,True
OV,4.75,0.1909,True
STAD,8.0,0.1716,True
UCEC,0.36,0.0774,True
DLBC,2.08,0.0769,True
ESCA,8.64,0.1325,True
OV,2.9000000000000004,0.0909,True
STAD,7.199999999999999,0.1548,True
THCA,0.2,0.0909,True
UCEC,0.36,0.0955,True
DLBC,2.08,0.0769,True
ESCA,5.56,0.0833,True
HNSC,0.2,0.0833,True
OV,2.37,0.1000,True
STAD,3.73,0.0909,True
STAD,3.1199999999999997,0.1000,False
UCEC,0.36,0.2455,True
BLCA,0.74,0.0909,True
BRCA,1.0,0.1000,True
BRCA,0.88,0.0909,False
CESC,0.98,0.1000,True
COAD,0.36,0.3077,True
DLBC,2.08,0.0909,True
ESCA,19.75,0.1538,True
ESCA,9.09,0.0909,False
HNSC,2.0,0.1169,True
KIRC,1.68,0.1000,True
KIRP,0.35000000000000003,0.1000,True
LGG,0.19,0.0909,True
LIHC,0.27,0.2000,True
LUAD,0.19,0.1538,True
OV,10.549999999999999,0.1250,True
PRAD,0.2,0.0714,True
SARC,0.76,0.1334,True
SKCM,0.64,0.0769,True
STAD,18.13,0.0952,True
STAD,6.25,0.0833,False
TGCT,5.13,0.0917,True
THCA,0.98,0.2000,True
THYM,4.2,0.0833,True
UCEC,1.09,0.1909,True
UCS,1.79,0.0833,True
ACC,1.27,0.2000,True
BLCA,1.96,0.1603,True
BRCA,1.81,0.1791,True
BRCA,3.54,0.2364,False
CESC,1.96,0.1556,True
COAD,0.7100000000000001,0.2560,True
DLBC,10.42,0.1250,True
ESCA,32.72,0.3182,True
ESCA,18.18,0.0871,False
HNSC,4.0,0.2000,True
KIRC,2.62,0.2583,True
KIRP,1.04,0.1667,True
KIRP,3.1199999999999997,0.1000,False
LGG,0.5700000000000001,0.1818,True
LUAD,0.5700000000000001,0.2000,True
LUSC,0.4,0.1654,True
LUSC,2.04,0.2000,False
OV,15.299999999999999,0.3000,True
PRAD,1.4000000000000001,0.1667,True
PRAD,1.92,0.2000,False
SARC,0.76,0.1603,True
SKCM,1.7000000000000002,0.2083,True
STAD,25.869999999999997,0.2727,True
STAD,3.1199999999999997,0.0551,False
TGCT,8.97,0.1056,True
THCA,1.96,0.1000,True
THYM,5.88,0.2000,True
UCEC,1.28,0.4000,True
UCEC,2.86,0.2000,False
UCS,8.93,0.2000,True
ACC,1.27,0.2000,True
BLCA,1.47,0.3452,True
BRCA,1.9900000000000002,0.2361,True
BRCA,2.65,0.5000,False
CESC,1.96,0.1056,True
COAD,0.7100000000000001,0.5595,True
DLBC,10.42,0.1667,True
ESCA,35.8,0.3810,True
ESCA,9.09,0.0833,False
HNSC,3.8,0.2308,True
KIRC,2.62,0.2250,True
KIRP,1.38,0.1667,True
KIRP,3.1199999999999997,0.1667,False
LGG,0.5700000000000001,0.2727,True
LUAD,0.76,0.1654,True
LUSC,0.4,0.1654,True
LUSC,2.04,0.3000,False
OV,15.83,0.2941,True
PRAD,1.2,0.1923,True
PRAD,1.92,0.0909,False
SARC,1.1400000000000001,0.1667,True
SKCM,1.49,0.1818,True
STAD,27.73,0.3143,True
STAD,12.5,0.0833,False
TGCT,12.18,0.2000,True
THCA,1.5699999999999998,0.1000,True
THYM,6.72,0.2177,True
UCEC,1.46,0.3308,True
UCEC,2.86,0.3000,False
UCS,8.93,0.2667,True
BLCA,0.49,0.0667,True
BRCA,1.0,0.1667,True
BRCA,0.88,0.1000,False
CESC,0.98,0.1000,True
DLBC,4.17,0.0718,True
ESCA,18.52,0.0909,True
HNSC,1.2,0.0750,True
KIRC,1.1199999999999999,0.0909,True
KIRP,0.69,0.1409,True
KIRP,3.1199999999999997,0.1000,False
LGG,0.38,0.1185,True
LUAD,0.38,0.1000,True
LUSC,0.2,0.0909,True
OV,5.54,0.0955,True
PRAD,0.4,0.0714,True
PRAD,1.92,0.0833,False
SARC,0.38,0.0833,True
SKCM,0.8500000000000001,0.1000,True
STAD,14.13,0.1000,True
TGCT,6.41,0.0909,True
THCA,0.79,0.0871,True
THYM,2.52,0.0667,True
UCEC,0.5499999999999999,0.1000,True
UCEC,2.86,0.0909,False
UCS,5.36,0.0909,True
BLCA,2.7,0.2000,True
BRCA,2.54,0.2353,True
BRCA,2.65,0.1818,False
CESC,1.96,0.1818,True
COAD,0.36,0.2000,True
DLBC,8.33,0.1269,True
ESCA,42.59,0.2143,True
ESCA,18.18,0.0729,False
HNSC,6.0,0.2072,True
KIRC,5.79,0.1667,True
KIRC,2.78,0.2000,False
KIRP,1.04,0.2500,True
LGG,1.51,0.1909,True
LUAD,0.19,0.2500,True
LUSC,0.6,0.0909,True
LUSC,2.04,0.2308,False
OV,16.09,0.2632,True
PAAD,0.5599999999999999,0.0909,True
PCPG,0.5499999999999999,0.4000,True
PRAD,1.7999999999999998,0.2000,True
SARC,3.42,0.2000,True
SKCM,3.4000000000000004,0.1678,True
STAD,31.2,0.2248,True
STAD,15.620000000000001,0.1000,False
TGCT,12.18,0.1579,True
THCA,2.55,0.1429,True
THCA,1.72,0.0833,False
THYM,8.4,0.1483,True
THYM,50.0,0.1000,False
UCEC,2.74,0.3500,True
UCEC,2.86,0.2727,False
UCS,21.43,0.1909,True
ACC,2.53,0.1288,True
BLCA,2.7,0.0909,True
BRCA,3.26,0.1791,True
BRCA,4.42,0.0909,False
CESC,2.6100000000000003,0.1027,True
DLBC,6.25,0.1429,True
ESCA,45.68,0.1667,True
ESCA,9.09,0.0714,False
HNSC,8.0,0.1349,True
KICH,1.54,0.3636,True
KIRC,5.609999999999999,0.0909,True
KIRC,1.39,0.0833,False
KIRP,1.73,0.1333,True
KIRP,3.1199999999999997,0.0909,False
LAML,1.9900000000000002,0.1000,True
LGG,2.27,0.1743,True
LUAD,0.76,0.1269,True
LUSC,1.4000000000000001,0.1000,True
LUSC,6.12,0.2000,False
MESO,1.16,0.1000,True
OV,15.040000000000001,0.1381,True
PRAD,2.8000000000000003,0.1394,True
SARC,4.18,0.2000,True
SKCM,3.82,0.1269,True
STAD,32.269999999999996,0.1465,True
STAD,12.5,0.1102,False
TGCT,14.099999999999998,0.1381,True
THCA,2.55,0.0909,True
THCA,1.72,0.0833,False
THYM,8.4,0.1255,True
THYM,100.0,0.0857,False
UCEC,2.92,0.1548,True
UCEC,2.86,0.2500,False
UCS,26.790000000000003,0.1667,True
BRCA,0.44999999999999996,0.0909,True
ESCA,1.23,0.1062,True
HNSC,0.4,0.0625,True
KIRC,0.37,0.1126,True
LGG,0.19,0.2000,True
OV,0.26,0.3333,True
SARC,0.76,0.1710,True
UCS,1.79,0.0667,True
HNSC,0.2,0.0526,True
SKCM,0.21,0.0667,True
HNSC,0.2,0.0667,True
ACC,3.8,0.0625,True
BLCA,2.45,0.0588,True
BLCA,5.26,0.0588,False
BRCA,2.81,0.0435,True
BRCA,0.88,0.0333,False
CESC,2.29,0.0625,True
CHOL,11.110000000000001,0.1667,False
COAD,1.0699999999999998,0.0769,True
DLBC,2.08,0.0622,True
ESCA,2.4699999999999998,0.0233,True
GBM,1.79,0.0513,True
HNSC,3.4000000000000004,0.0526,True
HNSC,2.27,0.0644,False
KICH,4.17,0.0526,False
KIRC,1.68,0.0476,True
KIRC,5.56,0.0697,False
KIRP,1.38,0.0909,True
KIRP,3.1199999999999997,0.0962,False
LGG,3.02,0.0500,True
LIHC,1.34,0.0769,True
LUAD,2.6599999999999997,0.0500,True
LUSC,2.81,0.0476,True
LUSC,4.08,0.0634,False
OV,2.11,0.0323,True
PAAD,3.37,0.0697,True
PCPG,1.6400000000000001,0.0750,True
PRAD,3.0,0.0528,True
PRAD,3.85,0.0648,False
READ,1.09,0.0667,True
SARC,2.2800000000000002,0.0455,True
SKCM,2.76,0.0500,True
STAD,2.67,0.0278,True
TGCT,3.2099999999999995,0.0345,True
THCA,2.75,0.0667,True
THCA,1.72,0.0477,False
THYM,2.52,0.0294,True
UCEC,0.5499999999999999,0.0468,True
UCS,7.140000000000001,0.0788,True
ACC,1.27,0.1000,True
BLCA,0.74,0.0812,True
BRCA,1.3599999999999999,0.0490,True
CESC,1.31,0.0588,True
COAD,0.7100000000000001,0.0955,True
ESCA,0.62,0.0204,True
GBM,1.1900000000000002,0.0541,True
HNSC,0.2,0.0312,True
KIRC,0.5599999999999999,0.0385,True
KIRC,1.39,0.0833,False
KIRP,1.04,0.0625,True
LGG,0.5700000000000001,0.0379,True
LIHC,0.27,0.0556,True
LUAD,1.3299999999999998,0.0667,True
LUSC,1.2,0.0500,True
OV,1.32,0.0332,True
PAAD,1.1199999999999999,0.0714,True
PRAD,0.6,0.0488,True
PRAD,1.92,0.0909,False
SARC,0.38,0.0410,True
SKCM,1.06,0.0526,True
STAD,0.27,0.0217,True
THCA,0.98,0.0646,True
THCA,1.72,0.1667,False
UCEC,0.91,0.0588,True
UCS,1.79,0.0714,True
BRCA,0.18,0.0909,True
ESCA,0.62,0.0142,True
KIRC,0.37,0.0794,True
LUAD,0.19,0.0584,True
LUSC,0.2,0.0674,True
OV,0.26,0.0222,True
PRAD,0.2,0.0570,True
SKCM,0.21,0.1000,True
STAD,0.8,0.0241,True
UCEC,0.18,0.1000,True
UCS,1.79,0.0714,True
ACC,6.329999999999999,0.0909,True
BLCA,8.09,0.0833,True
BLCA,15.790000000000001,0.1000,False
BRCA,18.95,0.0833,True
BRCA,8.85,0.0591,False
CESC,16.99,0.0833,True
CHOL,5.56,0.1654,True
COAD,6.43,0.0714,True
COAD,2.44,0.0909,False
DLBC,14.580000000000002,0.0625,True
ESCA,42.59,0.0536,True
ESCA,27.27,0.0397,False
GBM,19.05,0.0625,True
HNSC,16.0,0.0801,True
HNSC,6.819999999999999,0.1000,False
